Site,Area,Habitat,Transect,PQ,Turf_CCA,Coral,Ecklonia radiata,Other,Macroalgae,Sand,Sponge,Other_invertebrate
Blue_Lagoon,Lizard,Island,T3,Blue Lagoon_08Apr2021_T3 (5).JPG,1,24,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T3,Blue Lagoon_08Apr2021_T3 (6).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T3,Blue Lagoon_08Apr2021_T3 (7).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T3,Blue Lagoon_08Apr2021_T3 (8).JPG,19,6,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T3,Blue Lagoon_08Apr2021_T3 (9).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (10).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (11).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (12).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (13).JPG,13,12,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (14).JPG,11,12,0,2,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (15).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (16).JPG,8,15,0,0,0,2,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (17).JPG,0,20,0,0,0,5,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (18).JPG,6,17,0,0,0,2,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (19).JPG,5,0,0,0,0,20,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (2).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (20).JPG,0,0,0,0,0,25,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (3).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (4).JPG,2,17,0,0,0,6,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (5).JPG,10,14,0,0,0,1,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (6).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (7).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (8).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T4,Blue Lagoon_08Apr2021_T4 (9).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (10).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (11).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (12).JPG,0,22,0,0,0,3,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (13).JPG,0,24,0,0,0,1,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (14).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (15).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (16).JPG,6,19,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (17).JPG,8,12,0,1,0,4,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (18).JPG,5,20,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (19).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (2).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (20).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (21).JPG,1,19,0,0,0,5,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (22).JPG,0,11,0,0,0,14,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (3).JPG,4,20,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (4).JPG,1,22,0,0,0,2,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (5).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (6).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (7).JPG,0,23,0,0,0,2,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (8).JPG,1,8,0,0,0,16,0,0
Blue_Lagoon,Lizard,Island,T5,Blue Lagoon_08Apr2021_T5 (9).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (10).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (11).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (12).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (13).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (14).JPG,9,13,0,0,0,3,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (15).JPG,9,0,0,0,0,16,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (16).JPG,0,23,0,1,0,1,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (17).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (18).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (19).JPG,1,24,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (20).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (21).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (22).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (23).JPG,0,23,0,2,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (24).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (25).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (26).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (27).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (3).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (4).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (5).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (6).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (7).JPG,0,25,0,0,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (8).JPG,0,24,0,1,0,0,0,0
Blue_Lagoon,Lizard,Island,T6,Blue Lagoon_08Apr2021_T6 (9).JPG,0,25,0,0,0,0,0,0
